BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
407651,VISA,CREDIT,SIGNATURE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
407652,VISA,CREDIT,,"DEVELOPMENT CREDIT BANK, LTD.",9.118E+12,http://www.dcbbank.com,IN,IND,INDIA
407659,VISA,CREDIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
407660,VISA,DEBIT,CLASSIC,INDIAN BANK,9.118E+13,http://www.indianbank.in,IN,IND,INDIA
407669,VISA,DEBIT,,,,,IN,IND,INDIA
407682,VISA,CREDIT,REWARDS,"IDFC FIRST BANK, LTD.",,,IN,IND,INDIA
407686,VISA,CREDIT,REWARDS,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
407706,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
407712,VISA,CREDIT,PLATINUM,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
407718,VISA,CREDIT,PLATINUM,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
407720,VISA,DEBIT,BUSINESS,"PAYTM PAYMENTS BANK, LTD.",,,IN,IND,INDIA
407724,VISA,DEBIT,PREPAID PLATINUM,"PAYU PAYMENTS PRIVATE, LTD.",,,IN,IND,INDIA
407758,VISA,DEBIT,CLASSIC,"EQUITAS SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
407764,VISA,DEBIT,CLASSIC,INDIAN OVERSEAS BANK,9.118E+12,https://www.iob.in,IN,IND,INDIA
407771,VISA,DEBIT,PREPAID PLATINUM,"PAYU PAYMENTS PRIVATE, LTD.",,,IN,IND,INDIA
407845,VISA,DEBIT,PLATINUM,"DCB BANK, LTD.",,,IN,IND,INDIA
407860,VISA,DEBIT,PLATINUM,"THE HONGKONG AND SHANGHAI BANKING CORPORATION, LTD.",,,IN,IND,INDIA
407898,VISA,DEBIT,PLATINUM,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
407899,VISA,DEBIT,CLASSIC,IDBI BANK LTD.,9.12267E+11,https://idbibank.in,IN,IND,INDIA
407918,VISA,CREDIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
407926,VISA,CREDIT,SIGNATURE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
407984,VISA,DEBIT,INFINITE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
407994,VISA,DEBIT,PLATINUM,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
407997,VISA,DEBIT,CLASSIC,IDBI BANK LTD.,9.12267E+11,https://idbibank.in,IN,IND,INDIA
408511,VISA,CREDIT,SIGNATURE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
408514,VISA,CREDIT,PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
408542,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
408821,VISA,DEBIT,PERSONAL,EMIRATES NBD BANK (P.J.S.C.),,http://www.emiratesnbd.com,IN,IND,INDIA
408849,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
408876,VISA,DEBIT,CLASSIC,"NSDL PAYMENTS BANK, LTD.",,,IN,IND,INDIA
408981,VISA,DEBIT,,"HDFC BANK, LTD.",9.11141E+11,http://www.hdfcbank.com,IN,IND,INDIA
408982,VISA,DEBIT,PREPAID RELOADABLE,INDIAN OVERSEAS BANK,9.118E+12,https://www.iob.in,IN,IND,INDIA
408983,VISA,DEBIT,,INDIAN OVERSEAS BANK,9.118E+12,https://www.iob.in,IN,IND,INDIA
408984,VISA,DEBIT,,INDIAN OVERSEAS BANK,9.118E+12,https://www.iob.in,IN,IND,INDIA
408993,VISA,DEBIT,,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
408994,VISA,DEBIT,,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
408995,VISA,DEBIT,,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
409030,VISA,CREDIT,CLASSIC,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
409031,VISA,CREDIT,GOLD,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
409064,VISA,CREDIT,CLASSIC,BANK OF BARODA,9.118E+12,https://www.bankofbaroda.in,IN,IND,INDIA
409100,VISA,DEBIT,PREPAID CLASSIC,UNION BANK OF INDIA,9.18062E+11,http://www.unionbankofindia.co.in,IN,IND,INDIA
409268,VISA,CREDIT,CLASSIC,ASIA-PACIFIC REGION,,,IN,IND,INDIA
409304,VISA,DEBIT,PLATINUM,"THE SOUTH INDIAN BANK, LTD.",,,IN,IND,INDIA
409361,VISA,DEBIT,PREPAID CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
409386,VISA,DEBIT,PREPAID ELECTRON,IDBI BANK LTD.,9.12267E+11,https://idbibank.in,IN,IND,INDIA
409513,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
409542,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
409574,VISA,CREDIT,CORPORATE T&E,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
409575,VISA,DEBIT,PREPAID CLASSIC,UNION BANK OF INDIA,9.18062E+11,http://www.unionbankofindia.co.in,IN,IND,INDIA
409638,VISA,CREDIT,REWARDS,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
409642,VISA,DEBIT,INFINITE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
409643,VISA,DEBIT,SIGNATURE,"BANDHAN BANK, LTD.",,,IN,IND,INDIA
409695,VISA,CREDIT,PLATINUM,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
410028,VISA,DEBIT,CLASSIC,"DCB BANK, LTD.",,,IN,IND,INDIA
410030,VISA,CREDIT,,"DEVELOPMENT CREDIT BANK, LTD.",9.118E+12,http://www.dcbbank.com,IN,IND,INDIA
410038,VISA,CREDIT,SIGNATURE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
410059,VISA,CREDIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
410093,VISA,CREDIT,CORPORATE T&E,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
410153,VISA,CREDIT,,UNITED BANK OF INDIA,9.118E+12,https://www.unitedbank.co.in,IN,IND,INDIA
410202,VISA,CREDIT,BUSINESS,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
410309,VISA,CREDIT,,STANDARD CHARTERED BANK,9.118E+12,https://www.sc.com,IN,IND,INDIA
410412,VISA,DEBIT,PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
410531,VISA,CREDIT,PLATINUM,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
410532,VISA,CREDIT,CLASSIC,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
410533,VISA,DEBIT,PLATINUM,"NSDL PAYMENTS BANK, LTD.",,,IN,IND,INDIA
410595,VISA,DEBIT,SIGNATURE,"JANA SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
410852,VISA,DEBIT,PREPAID CLASSIC,"DBS BANK INDIA, LTD.",,,IN,IND,INDIA
411146,VISA,CREDIT,SIGNATURE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
411152,VISA,DEBIT,PREPAID CLASSIC,"DBS BANK INDIA, LTD.",,,IN,IND,INDIA
411177,VISA,DEBIT,PREPAID CORPORATE T&E,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
411428,VISA,DEBIT,PLATINUM,"THE SARASWAT CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
411656,VISA,DEBIT,BUSINESS ENHANCED,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
411930,VISA,DEBIT,CLASSIC,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
411990,VISA,DEBIT,PLATINUM,"UJJIVAN SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
412151,VISA,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
412211,VISA,DEBIT,PLATINUM,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
412597,VISA,CREDIT,CORPORATE T&E,"EQUITAS SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
412729,VISA,DEBIT,CLASSIC,,,,IN,IND,INDIA
412903,VISA,CREDIT,CLASSIC,STANDARD CHARTERED BANK,9.118E+12,https://www.sc.com,IN,IND,INDIA
412905,VISA,CREDIT,GOLD,STANDARD CHARTERED BANK,9.118E+12,https://www.sc.com,IN,IND,INDIA
412929,VISA,CREDIT,PURCHASING,"SBM BANK (INDIA), LTD.",,,IN,IND,INDIA
412947,VISA,CREDIT,REWARDS,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
412997,VISA,DEBIT,CLASSIC,BARCLAYS BANK PLC,9.1226E+11,http://www.barclays.co.uk,IN,IND,INDIA
413245,VISA,CREDIT,PURCHASING,"SBM BANK (INDIA), LTD.",,,IN,IND,INDIA
413289,VISA,CREDIT,BUSINESS,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
413501,VISA,DEBIT,PREPAID CLASSIC,"THE KARUR VYSYA BANK, LTD.",9.1186E+12,https://www.kvb.co.in,IN,IND,INDIA
413508,VISA,DEBIT,CLASSIC,"THE SARASWAT CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
413522,VISA,DEBIT,CLASSIC,"THE NORTH KANARA GOUD SARASWAT BRAHMIN CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
413523,VISA,DEBIT,PLATINUM,"THE NORTH KANARA GOUD SARASWAT BRAHMIN CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
413531,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
413546,VISA,DEBIT,CLASSIC,"TJSB SAHAKARI BANK, LTD.",,,IN,IND,INDIA
413547,VISA,DEBIT,CLASSIC,"TJSB SAHAKARI BANK, LTD.",,,IN,IND,INDIA
413589,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
413688,VISA,CREDIT,PLATINUM,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
413780,VISA,DEBIT,,,,,IN,IND,INDIA
414098,VISA,DEBIT,INFINITE,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
414168,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
414366,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
414367,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
414752,VISA,CREDIT,SIGNATURE,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
414767,VISA,CREDIT,SIGNATURE,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
414772,VISA,CREDIT,SIGNATURE,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
414876,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
415053,VISA,DEBIT,PLATINUM,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
415202,VISA,DEBIT,CLASSIC,BANK OF BARODA,9.118E+12,https://www.bankofbaroda.in,IN,IND,INDIA
415248,VISA,CREDIT,CORPORATE T&E,,,,IN,IND,INDIA
415382,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
415527,VISA,DEBIT,CLASSIC,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
415528,VISA,DEBIT,CLASSIC,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
415575,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
415623,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
415625,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
415641,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
415921,VISA,DEBIT,PREPAID PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
416021,VISA,DEBIT,PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
416101,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
416133,VISA,DEBIT,PLATINUM,"THE SARASWAT CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
416233,VISA,DEBIT,INFINITE,"HDFC BANK, LTD.",9.11141E+11,http://www.hdfcbank.com/,IN,IND,INDIA
416236,VISA,DEBIT,PREPAID CLASSIC,IDBI BANK LTD.,9.12267E+11,https://idbibank.in,IN,IND,INDIA
416292,VISA,DEBIT,PLATINUM,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
416317,VISA,CREDIT,REWARDS,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
416336,VISA,DEBIT,INFINITE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
416432,VISA,CREDIT,PLATINUM,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
416452,VISA,CREDIT,SIGNATURE,"SBM BANK (INDIA), LTD.",,,IN,IND,INDIA
416453,VISA,CREDIT,CORPORATE T&E,"SBM BANK (INDIA), LTD.",,,IN,IND,INDIA
416492,VISA,DEBIT,PREPAID PLATINUM,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
416499,VISA,DEBIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
416505,VISA,DEBIT,PREPAID CORPORATE T&E,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
416643,VISA,CREDIT,GOLD,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
416644,VISA,CREDIT,PLATINUM,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
416645,VISA,CREDIT,REWARDS,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
416646,VISA,CREDIT,REWARDS,"KOTAK MAHINDRA BANK, LTD.",,http://www.kotak.com,IN,IND,INDIA
416771,VISA,DEBIT,BUSINESS,"CITY UNION BANK, LTD.",,http://www.cityunionbank.com,IN,IND,INDIA
416772,VISA,DEBIT,CLASSIC,"EQUITAS SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
416839,VISA,DEBIT,SIGNATURE,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
416846,VISA,DEBIT,CLASSIC,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
416851,VISA,DEBIT,SIGNATURE,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
416885,VISA,DEBIT,PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
416886,VISA,DEBIT,PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
417288,VISA,DEBIT,PREPAID PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
417336,VISA,CREDIT,PLATINUM,UNION BANK OF INDIA,9.18062E+11,http://www.unionbankofindia.co.in,IN,IND,INDIA
417349,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
417380,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
417405,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
417410,VISA,CREDIT,INFINITE,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
417642,VISA,DEBIT,PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
417851,VISA,CREDIT,PLATINUM,BANK OF MAHARASHTRA,9.118E+12,http://www.bankofmaharashtra.in,IN,IND,INDIA
417882,VISA,CREDIT,PLATINUM,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
417916,VISA,CREDIT,,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
417917,VISA,DEBIT,CLASSIC,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
417921,VISA,DEBIT,CLASSIC,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
417942,VISA,CREDIT,REWARDS,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
417943,VISA,CREDIT,REWARDS,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
418123,VISA,DEBIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418124,VISA,DEBIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418126,VISA,CREDIT,,AXIS BANK,9.118E+12,http://www.axisbank.com,IN,IND,INDIA
418130,VISA,DEBIT,CLASSIC,"THE SARASWAT CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
418133,VISA,DEBIT,GOLD,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418135,VISA,DEBIT,,DEUTSCHE BANK AG,9.12272E+11,https://www.db.com,IN,IND,INDIA
418136,VISA,CREDIT,SIGNATURE BUSINESS,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418157,VISA,DEBIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418158,VISA,DEBIT,GOLD,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418174,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418175,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418176,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418177,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418210,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418212,VISA,CREDIT,SIGNATURE,"THE SOUTH INDIAN BANK, LTD.",,,IN,IND,INDIA
418218,VISA,CREDIT,,"HDFC BANK, LTD.",9.11141E+11,http://www.hdfcbank.com,IN,IND,INDIA
418219,VISA,DEBIT,CLASSIC,"HDFC BANK, LTD.",9.11141E+11,http://www.hdfcbank.com,IN,IND,INDIA
418226,VISA,DEBIT,BUSINESS,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
418227,VISA,DEBIT,,"DEVELOPMENT CREDIT BANK, LTD.",9.118E+12,http://www.dcbbank.com,IN,IND,INDIA
418228,VISA,DEBIT,SIGNATURE,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
418234,VISA,DEBIT,PREPAID CORPORATE T&E,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418235,VISA,DEBIT,PREPAID CORPORATE T&E,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418241,VISA,CREDIT,,,,,IN,IND,INDIA
418254,VISA,DEBIT,PREPAID CORPORATE T&E,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418255,VISA,DEBIT,PREPAID CORPORATE T&E,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418264,VISA,DEBIT,PREPAID CORPORATE T&E,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
418269,VISA,CREDIT,REWARDS,"DBS BANK INDIA, LTD.",,,IN,IND,INDIA
418276,VISA,DEBIT,SIGNATURE,"AU SMALL FINANCE BANK, LTD.",,,IN,IND,INDIA
418508,VISA,CREDIT,PLATINUM,INDIAN BANK,9.118E+13,http://www.indianbank.in,IN,IND,INDIA
418685,VISA,CREDIT,GOLD,"DHANLAXMI BANK, LTD.",,,IN,IND,INDIA
418686,VISA,CREDIT,PLATINUM,"DHANLAXMI BANK, LTD.",,,IN,IND,INDIA
418688,VISA,CREDIT,SIGNATURE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
418730,VISA,DEBIT,PLATINUM,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
418799,VISA,DEBIT,BUSINESS,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
419188,VISA,DEBIT,PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
419607,VISA,CREDIT,BUSINESS,STANDARD CHARTERED BANK,9.118E+12,https://www.sc.com,IN,IND,INDIA
419762,VISA,DEBIT,PREPAID PLATINUM,BANK OF BARODA,9.118E+12,https://www.bankofbaroda.in,IN,IND,INDIA
419788,VISA,CREDIT,CLASSIC,PUNJAB NATIONAL BANK,9.118E+12,https://www.pnbindia.in,IN,IND,INDIA
419789,VISA,CREDIT,GOLD,PUNJAB NATIONAL BANK,9.118E+12,https://www.pnbindia.in,IN,IND,INDIA
419937,VISA,DEBIT,PLATINUM,"THE SARASWAT CO-OPERATIVE BANK, LTD.",,,IN,IND,INDIA
419952,VISA,CREDIT,SIGNATURE BUSINESS,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
419953,VISA,DEBIT,PREPAID,"OXIGEN SERVICES INDIA PVT., LTD.",,,IN,IND,INDIA
419975,VISA,DEBIT,CLASSIC,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
419981,VISA,DEBIT,CLASSIC,UNION BANK OF INDIA,9.18062E+11,http://www.unionbankofindia.co.in,IN,IND,INDIA
420049,VISA,CREDIT,BUSINESS ENHANCED,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
420081,VISA,DEBIT,INFINITE,DEUTSCHE BANK AG,9.12272E+11,https://www.db.com,IN,IND,INDIA
420084,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
420088,VISA,DEBIT,PLATINUM,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
420090,VISA,DEBIT,BUSINESS ENHANCED,"HDFC BANK, LTD.",9.11141E+11,http://www.hdfcbank.com,IN,IND,INDIA
420125,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
420133,VISA,DEBIT,PREPAID BUSINESS,"AXIS BANK, LTD.",9.12224E+11,http://www.axisbank.com,IN,IND,INDIA
420134,VISA,DEBIT,PREPAID CORPORATE T&E,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
420278,VISA,CREDIT,CORPORATE T&E,"SBM BANK (INDIA), LTD.",,,IN,IND,INDIA
420337,VISA,DEBIT,SIGNATURE,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
420362,VISA,DEBIT,SIGNATURE,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
420416,VISA,DEBIT,BUSINESS,BANK OF BARODA,9.118E+12,https://www.bankofbaroda.in,IN,IND,INDIA
420452,VISA,DEBIT,PREPAID PLATINUM,"YES BANK, LTD.",,https://www.yesbank.in,IN,IND,INDIA
420557,VISA,DEBIT,PREPAID PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
420580,VISA,CREDIT,PURCHASING,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
420581,VISA,DEBIT,PREPAID PLATINUM,"REVOLUT FOREX INDIA PVT, LTD.",,,IN,IND,INDIA
420710,VISA,DEBIT,PLATINUM,CENTRAL BANK OF INDIA,9.118E+11,https://www.centralbankofindia.co.in,IN,IND,INDIA
420712,VISA,DEBIT,PLATINUM,"THE FEDERAL BANK, LTD.",,,IN,IND,INDIA
420739,VISA,CREDIT,PLATINUM,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
420746,VISA,DEBIT,BUSINESS ENHANCED,"RBL BANK, LTD.",,,IN,IND,INDIA
420750,VISA,DEBIT,INFINITE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
420755,VISA,DEBIT,INFINITE,"ICICI BANK, LTD.",9.18664E+11,http://www.icicibank.com,IN,IND,INDIA
420904,VISA,CREDIT,BUSINESS,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
420905,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
421006,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
421012,VISA,CREDIT,SIGNATURE,"SBI CARDS AND PAYMENT SERVICES, LTD.",,,IN,IND,INDIA
421045,VISA,DEBIT,PLATINUM,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
421137,VISA,CREDIT,INFINITE,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
421175,VISA,DEBIT,PREPAID BUSINESS,CITIBANK,9.1225E+11,https://www.citi.com.cn,IN,IND,INDIA
421189,VISA,DEBIT,ELECTRON,"GE MONEY FINANCIAL SERVICES, LTD.",39022000,http://www.gemoney.in,IN,IND,INDIA
421190,VISA,DEBIT,CLASSIC,"GE COUNTRYWIDE CONSUMER FINANCIAL SERVICES, LTD.",,,IN,IND,INDIA
421311,VISA,DEBIT,PREPAID PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
421314,VISA,DEBIT,CLASSIC,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
421318,VISA,DEBIT,CLASSIC,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
