BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
100001,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100002,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100003,LOCAL BRAND,DEBIT,CLASSIC,FEDERAL BANK,9.118E+12,https://www.federalbank.co.in,IN,IND,INDIA
100004,LOCAL BRAND,DEBIT,CLASSIC,CENTRAL BANK OF INDIA,9.118E+11,https://www.centralbankofindia.co.in,IN,IND,INDIA
100005,LOCAL BRAND,DEBIT,CLASSIC,BANK OF INDIA,9.118E+12,https://www.bankofindia.co.in,IN,IND,INDIA
100006,LOCAL BRAND,DEBIT,PREPAID,UCO BANK,9.118E+12,https://www.ucobank.com,IN,IND,INDIA
100007,LOCAL BRAND,DEBIT,PREPAID,RBL BANK,9.12261E+11,https://www.rblbank.com,IN,IND,INDIA
100008,LOCAL BRAND,DEBIT,PREPAID,BANK OF INDIA,9.118E+12,https://www.bankofindia.co.in,IN,IND,INDIA
100011,LOCAL BRAND,DEBIT,PREPAID,RBL BANK,9.12261E+11,https://www.rblbank.com,IN,IND,INDIA
100013,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,ANDHRA BANK,9.118E+12,https://www.andhrabank.in,IN,IND,INDIA
100014,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
100015,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
100016,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100017,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100018,LOCAL BRAND,DEBIT,PLATINUM,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100019,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,AXIS BANK,9.118E+12,http://www.axisbank.com,IN,IND,INDIA
100020,LOCAL BRAND,DEBIT,CLASSIC,PUNJAB NATIONAL BANK,9.118E+12,https://www.pnbindia.in,IN,IND,INDIA
100021,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100022,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100023,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100024,LOCAL BRAND,DEBIT,CLASSIC,DHANLAXMI BANK,9.14877E+11,http://www.dhanbank.com,IN,IND,INDIA
100025,LOCAL BRAND,DEBIT,CLASSIC,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
100026,LOCAL BRAND,DEBIT,CLASSIC,BANK OF INDIA,9.118E+12,https://www.bankofindia.co.in,IN,IND,INDIA
100027,LOCAL BRAND,DEBIT,CLASSIC,UNITED BANK OF INDIA,9.118E+12,https://www.unitedbank.co.in,IN,IND,INDIA
100030,LOCAL BRAND,DEBIT,PREPAID,YES BANK,9.18777E+11,https://www.yesbank.in,IN,IND,INDIA
100031,LOCAL BRAND,DEBIT,PREPAID,AXIS BANK,9.118E+12,http://www.axisbank.com,IN,IND,INDIA
100032,LOCAL BRAND,DEBIT,PREPAID RELOADABLE,YES BANK,9.18777E+11,https://www.yesbank.in,IN,IND,INDIA
100033,LOCAL BRAND,DEBIT,PREPAID,ANDHRA BANK,9.118E+12,https://www.andhrabank.in,IN,IND,INDIA
100034,LOCAL BRAND,DEBIT,PLATINUM,CANARA BANK,9.118E+12,https://www.canarabank.com,IN,IND,INDIA
100035,LOCAL BRAND,DEBIT,CLASSIC,PUNJAB NATIONAL BANK,9.118E+12,https://www.pnbindia.in,IN,IND,INDIA
100036,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
100037,LOCAL BRAND,DEBIT,CLASSIC,SHAMRAO VITHAL CO-OPERATIVE BANK,9.12267E+11,https://www.svcbank.com,IN,IND,INDIA
100038,LOCAL BRAND,DEBIT,CLASSIC,ICICI BANK,9.18664E+11,https://www.icicibank.com,IN,IND,INDIA
100039,LOCAL BRAND,DEBIT,CLASSIC,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
111111,LOCAL BRAND,DEBIT,CLASSIC,CENTRAL BANK OF INDIA,9.118E+11,https://www.centralbankofindia.co.in,IN,IND,INDIA
140300,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140301,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140302,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140303,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140304,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140305,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140306,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140307,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140308,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140309,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140310,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140311,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140312,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140313,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140314,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140315,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140316,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140317,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140318,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140319,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140320,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140321,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140322,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140323,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140324,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140325,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140326,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140327,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140328,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140329,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140330,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140331,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140332,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140333,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140334,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140335,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140336,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140337,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140338,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140339,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140340,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140341,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140342,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140343,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140344,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140345,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140346,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140347,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140348,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140349,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140350,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140351,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140352,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140353,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140354,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140355,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140356,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140357,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140358,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140359,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140360,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140361,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140362,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140363,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140364,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140365,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140366,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140367,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140368,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140369,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140370,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140371,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140372,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140373,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140374,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140375,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140376,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140377,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140378,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140379,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140380,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140381,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140382,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140383,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140384,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140385,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140386,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140387,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140388,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140389,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140390,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140391,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140392,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140393,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140394,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140395,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140396,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140397,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140398,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
140399,UATP,CREDIT,UATP,"YATRA ONLINE, LTD.",9.11243E+11,https://www.yatra.com,IN,IND,INDIA
181300,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181301,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181302,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181303,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181304,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181305,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181306,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181307,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181308,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181309,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181310,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181311,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181312,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181313,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181314,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181315,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181316,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181317,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181318,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181319,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181320,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181321,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181322,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181323,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181324,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181325,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181326,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181327,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181328,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181329,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181330,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181331,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181332,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181333,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181334,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181335,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181336,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181337,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181338,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181339,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181340,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181341,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181342,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181343,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181344,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181345,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181346,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181347,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181348,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181349,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181350,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181351,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181352,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181353,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181354,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181355,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181356,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181357,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181358,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181359,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181360,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181361,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181362,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181363,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181364,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181365,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181366,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181367,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181368,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181369,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181370,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181371,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181372,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181373,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181374,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181375,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181376,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181377,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181378,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181379,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181380,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181381,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181382,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181383,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181384,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181385,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181386,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181387,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181388,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181389,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181390,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181391,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181392,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181393,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181394,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181395,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181396,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181397,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181398,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
181399,UATP,CREDIT,UATP,AKBAR TRAVELS,,,IN,IND,INDIA
222222,MASTERCARD,DEBIT,,,,,IN,IND,INDIA
222423,MASTERCARD,DEBIT,,ORIENTAL BANK OF COMMERCE,9.118E+12,https://www.obcindia.co.in,IN,IND,INDIA
222495,MASTERCARD,DEBIT,,STATE BANK OF INDIA,9.118E+11,https://sbi.co.in,IN,IND,INDIA
222686,MASTERCARD,DEBIT,STANDARD,"FEDERAL BANK, LTD.",,https://www.federalbank.co.in,IN,IND,INDIA
222688,MASTERCARD,DEBIT,PREPAID BUSINESS,"FEDERAL BANK, LTD.",,https://www.federalbank.co.in,IN,IND,INDIA
222695,MASTERCARD,DEBIT,STANDARD,PUNJAB NATIONAL BANK,9.118E+12,https://www.pnbindia.in,IN,IND,INDIA
222696,MASTERCARD,DEBIT,STANDARD,UNION BANK OF INDIA,9.18062E+11,http://www.unionbankofindia.co.in,IN,IND,INDIA
222697,MASTERCARD,DEBIT,PREPAID,"AXIS BANK, LTD.",,http://www.axisbank.com,IN,IND,INDIA
222700,MASTERCARD,DEBIT,PREPAID RELOADABLE,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
222703,MASTERCARD,CREDIT,PLATINUM,"HDFC BANK, LTD.",,http://www.hdfcbank.com,IN,IND,INDIA
222708,MASTERCARD,DEBIT,TITANIUM,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
222709,MASTERCARD,DEBIT,TITANIUM,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
222710,MASTERCARD,DEBIT,TITANIUM,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
222711,MASTERCARD,DEBIT,TITANIUM,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
222712,MASTERCARD,DEBIT,PREPAID,"INDUSIND BANK, LTD.",,http://www.indusind.com,IN,IND,INDIA
222741,MASTERCARD,DEBIT,STANDARD,CENTRAL BANK OF INDIA,9.118E+11,https://www.centralbankofindia.co.in,IN,IND,INDIA
222742,MASTERCARD,DEBIT,PREPAID BUSINESS,"YES BANK, LTD.",9.18777E+11,https://www.yesbank.in,IN,IND,INDIA
222746,MASTERCARD,DEBIT,PREPAID BUSINESS,"ICICI BANK, LTD.",9.12227E+11,http://www.icicibank.com,IN,IND,INDIA
